"state","GEOID","cty","county","year","population","Abbreviation","Region","Division"
"Nebraska","31085","Hayes County, Nebraska","Hayes County","pop_1930",3603,"NE","Midwest","West North Central"
"Nebraska","31037","Colfax County, Nebraska","Colfax County","pop_1920",11624,"NE","Midwest","West North Central"
"Nebraska","31051","Dixon County, Nebraska","Dixon County","pop_1920",11815,"NE","Midwest","West North Central"
"Nebraska","31029","Chase County, Nebraska","Chase County","pop_1930",5484,"NE","Midwest","West North Central"
"Nebraska","31091","Hooker County, Nebraska","Hooker County","pop_1920",1378,"NE","Midwest","West North Central"
"Nebraska","31121","Merrick County, Nebraska","Merrick County","pop_1920",10763,"NE","Midwest","West North Central"
"Nebraska","31087","Hitchcock County, Nebraska","Hitchcock County","pop_1930",7269,"NE","Midwest","West North Central"
"Nebraska","31131","Otoe County, Nebraska","Otoe County","pop_1930",19901,"NE","Midwest","West North Central"
"Nebraska","31179","Wayne County, Nebraska","Wayne County","pop_1930",10566,"NE","Midwest","West North Central"
"Nebraska","31003","Antelope County, Nebraska","Antelope County","pop_1920",15243,"NE","Midwest","West North Central"
"Nebraska","31139","Pierce County, Nebraska","Pierce County","pop_1930",11080,"NE","Midwest","West North Central"
"Nebraska","31149","Rock County, Nebraska","Rock County","pop_1940",3977,"NE","Midwest","West North Central"
"Nebraska","31033","Cheyenne County, Nebraska","Cheyenne County","pop_1960",14828,"NE","Midwest","West North Central"
"Nebraska","31007","Banner County, Nebraska","Banner County","pop_1930",1676,"NE","Midwest","West North Central"
"Nebraska","31173","Thurston County, Nebraska","Thurston County","pop_1930",10462,"NE","Midwest","West North Central"
"Nebraska","31105","Kimball County, Nebraska","Kimball County","pop_1960",7975,"NE","Midwest","West North Central"
"Nebraska","31059","Fillmore County, Nebraska","Fillmore County","pop_1920",13671,"NE","Midwest","West North Central"
"Nebraska","31125","Nance County, Nebraska","Nance County","pop_1930",8718,"NE","Midwest","West North Central"
"Nebraska","31023","Butler County, Nebraska","Butler County","pop_1920",14606,"NE","Midwest","West North Central"
"Nebraska","31153","Sarpy County, Nebraska","Sarpy County","pop_2020",190604,"NE","Midwest","West North Central"
"Nebraska","31057","Dundy County, Nebraska","Dundy County","pop_1930",5610,"NE","Midwest","West North Central"
"Nebraska","31083","Harlan County, Nebraska","Harlan County","pop_1920",9220,"NE","Midwest","West North Central"
"Nebraska","31049","Deuel County, Nebraska","Deuel County","pop_1930",3992,"NE","Midwest","West North Central"
"Nebraska","31009","Blaine County, Nebraska","Blaine County","pop_1920",1778,"NE","Midwest","West North Central"
"Nebraska","31011","Boone County, Nebraska","Boone County","pop_1930",14738,"NE","Midwest","West North Central"
"Nebraska","31157","Scotts Bluff County, Nebraska","Scotts Bluff County","pop_1980",38344,"NE","Midwest","West North Central"
"Nebraska","31035","Clay County, Nebraska","Clay County","pop_1920",14486,"NE","Midwest","West North Central"
"Nebraska","31075","Grant County, Nebraska","Grant County","pop_1920",1486,"NE","Midwest","West North Central"
"Nebraska","31027","Cedar County, Nebraska","Cedar County","pop_1930",16427,"NE","Midwest","West North Central"
"Nebraska","31145","Red Willow County, Nebraska","Red Willow County","pop_1930",13859,"NE","Midwest","West North Central"
"Nebraska","31177","Washington County, Nebraska","Washington County","pop_2020",20865,"NE","Midwest","West North Central"
"Nebraska","31161","Sheridan County, Nebraska","Sheridan County","pop_1930",10793,"NE","Midwest","West North Central"
"Nebraska","31015","Boyd County, Nebraska","Boyd County","pop_1920",8243,"NE","Midwest","West North Central"
"Nebraska","31005","Arthur County, Nebraska","Arthur County","pop_1920",1412,"NE","Midwest","West North Central"
"Nebraska","31017","Brown County, Nebraska","Brown County","pop_1920",6749,"NE","Midwest","West North Central"
"Nebraska","31079","Hall County, Nebraska","Hall County","pop_2020",62895,"NE","Midwest","West North Central"
"Nebraska","31111","Lincoln County, Nebraska","Lincoln County","pop_1980",36455,"NE","Midwest","West North Central"
"Nebraska","31185","York County, Nebraska","York County","pop_1930",17239,"NE","Midwest","West North Central"
"Nebraska","31061","Franklin County, Nebraska","Franklin County","pop_1920",10067,"NE","Midwest","West North Central"
"Nebraska","31183","Wheeler County, Nebraska","Wheeler County","pop_1920",2531,"NE","Midwest","West North Central"
"Nebraska","31067","Gage County, Nebraska","Gage County","pop_1930",30242,"NE","Midwest","West North Central"
"Nebraska","31041","Custer County, Nebraska","Custer County","pop_1920",26407,"NE","Midwest","West North Central"
"Nebraska","31025","Cass County, Nebraska","Cass County","pop_2020",26598,"NE","Midwest","West North Central"
"Nebraska","31143","Polk County, Nebraska","Polk County","pop_1920",10714,"NE","Midwest","West North Central"
"Nebraska","31069","Garden County, Nebraska","Garden County","pop_1930",5099,"NE","Midwest","West North Central"
"Nebraska","31021","Burt County, Nebraska","Burt County","pop_1930",13062,"NE","Midwest","West North Central"
